 Wavelength  FilterTrans          PCE 
      0.656  6.04409e-05  2.72553e-05 
      0.657  0.000137527   6.2663e-05 
      0.658  0.000144057  6.63207e-05 
      0.659  0.000104734  4.87111e-05 
       0.66  0.000162049  7.61211e-05 
      0.661  0.000180484  8.55449e-05 
      0.662  8.23992e-05   3.9396e-05 
      0.663  6.43955e-05  3.10641e-05 
      0.664  0.000194244  9.45159e-05 
      0.665   0.00017553  8.61395e-05 
      0.666  4.07178e-05  2.01543e-05 
      0.667  0.000108491  5.41626e-05 
      0.668  0.000263119  0.000132446 
      0.669  8.90363e-05  4.51968e-05 
       0.67  8.56868e-05  4.38569e-05 
      0.671  6.16556e-05  3.18188e-05 
      0.672  0.000167936  8.73771e-05 
      0.673   1.0211e-05  5.35526e-06 
      0.674  1.50269e-05  7.94472e-06 
      0.675  1.29595e-05  6.90489e-06 
      0.676  1.59913e-05  8.58878e-06 
      0.677  1.65649e-05  8.96681e-06 
      0.678  4.70003e-05  2.56363e-05 
      0.679  7.04576e-05  3.87265e-05 
       0.68   2.2889e-05  1.26749e-05 
      0.681  2.30239e-05  1.28354e-05 
      0.682  3.81276e-05  2.13954e-05 
      0.683  6.72834e-05  3.80067e-05 
      0.684  6.46715e-06  3.67665e-06 
      0.685  4.94824e-05  2.83121e-05 
      0.686  8.99209e-05  5.17795e-05 
      0.687  0.000127668  7.39779e-05 
      0.688  1.97686e-05  1.15282e-05 
      0.689   3.3609e-05  1.97137e-05 
       0.69  0.000198042  0.000116861 
      0.691  0.000117394  6.96532e-05 
      0.692  2.27209e-05  1.35535e-05 
      0.693  6.44884e-05  3.86824e-05 
      0.694  0.000120986  7.29433e-05 
      0.695  4.47049e-05  2.70907e-05 
      0.696  1.46088e-05  8.89793e-06 
      0.697  7.10457e-05  4.34881e-05 
      0.698   8.6672e-05  5.33228e-05 
      0.699  6.90432e-05  4.26759e-05 
        0.7  0.000109616   6.8081e-05 
      0.701  0.000122303  7.63063e-05 
      0.702  5.81061e-05   3.6424e-05 
      0.703   8.3941e-05  5.28572e-05 
      0.704  0.000109908  6.95097e-05 
      0.705  4.80752e-05  3.05345e-05 
      0.706  1.04834e-05  6.68656e-06 
      0.707   3.7138e-05  2.37828e-05 
      0.708  4.53481e-05  2.91628e-05 
      0.709  7.24586e-05  4.67789e-05 
       0.71  2.25832e-05  1.46373e-05 
      0.711  6.17533e-06  4.01743e-06 
      0.712  7.07206e-05  4.61709e-05 
      0.713  9.50671e-05  6.22743e-05 
      0.714  4.62631e-05  3.04067e-05 
      0.715  6.01558e-05  3.96675e-05 
      0.716  0.000111208  7.35693e-05 
      0.717  5.55961e-05  3.68982e-05 
      0.718  2.35407e-05  1.56703e-05 
      0.719  2.90636e-05  1.94069e-05 
       0.72  5.70189e-05  3.81873e-05 
      0.721  9.32039e-05  6.25962e-05 
      0.722  0.000110904  7.46745e-05 
      0.723  6.86856e-05   4.6377e-05 
      0.724  2.98676e-05  2.02183e-05 
      0.725  0.000123882   8.4093e-05 
      0.726  0.000184958  0.000125845 
      0.727  9.05289e-05   6.1752e-05 
      0.728  6.18799e-05  4.23007e-05 
      0.729  0.000170823  0.000117057 
       0.73   0.00014061  9.65428e-05 
      0.731  3.74926e-05  2.58027e-05 
      0.732  7.57917e-05  5.22622e-05 
      0.733  0.000114189  7.88961e-05 
      0.734  3.59555e-05  2.48835e-05 
      0.735  5.14025e-05  3.56428e-05 
      0.736  0.000110271  7.66058e-05 
      0.737   4.8646e-05  3.38484e-05 
      0.738  1.75888e-05  1.22585e-05 
      0.739   3.2667e-05  2.28034e-05 
       0.74  4.88836e-05  3.41716e-05 
      0.741  4.27229e-05  2.99059e-05 
      0.742  8.11982e-05  5.69185e-05 
      0.743  9.32475e-05  6.54387e-05 
      0.744  3.59377e-05  2.52544e-05 
      0.745  3.57491e-05  2.51458e-05 
      0.746  5.62872e-05  3.96323e-05 
      0.747  4.69131e-05  3.30654e-05 
      0.748  4.73247e-05  3.33868e-05 
      0.749  0.000101629  7.17619e-05 
       0.75  7.08886e-05  5.01057e-05 
      0.751  5.14761e-05  3.63831e-05 
      0.752    0.0001496  0.000105768 
      0.753  0.000195984  0.000138556 
      0.754  7.17463e-05  5.07324e-05 
      0.755  2.92656e-05  2.06938e-05 
      0.756  7.49405e-05  5.29823e-05 
      0.757  0.000112737  7.96912e-05 
      0.758  8.98447e-05  6.34989e-05 
      0.759  3.21538e-05   2.2723e-05 
       0.76  2.14391e-05  1.51467e-05 
      0.761  5.51744e-05  3.89609e-05 
      0.762  6.56669e-05  4.63619e-05 
      0.763  6.68376e-06   4.7175e-06 
      0.764  3.38806e-05  2.38985e-05 
      0.765  2.10702e-05  1.48581e-05 
      0.766  3.12051e-05  2.19902e-05 
      0.767    1.337e-05  9.41478e-06 
      0.768  2.13428e-06  1.50194e-06 
      0.769  1.66386e-06   1.1701e-06 
       0.77  5.28489e-06  3.71461e-06 
      0.771  1.37879e-05  9.68824e-06 
      0.772  6.12487e-05  4.30271e-05 
      0.773  4.18639e-05  2.93969e-05 
      0.774  4.80431e-06  3.37103e-06 
      0.775  4.17826e-05   2.9307e-05 
      0.776  5.95624e-05    4.176e-05 
      0.777  6.23841e-05  4.37224e-05 
      0.778  2.87885e-05  2.01634e-05 
      0.779  1.67718e-05  1.17385e-05 
       0.78  9.43893e-05   6.6038e-05 
      0.781  0.000102822  7.18661e-05 
      0.782  5.40716e-05  3.77665e-05 
      0.783  8.82713e-06  6.16128e-06 
      0.784   4.4264e-05   3.0867e-05 
      0.785   9.9675e-05  6.94586e-05 
      0.786  4.64902e-06  3.23662e-06 
      0.787  6.39065e-05  4.44561e-05 
      0.788  6.96205e-05  4.83798e-05 
      0.789  0.000104616  7.26458e-05 
       0.79   2.2756e-05  1.57849e-05 
      0.791  2.37693e-05  1.64736e-05 
      0.792  5.71623e-05  3.95704e-05 
      0.793  4.86474e-05  3.36502e-05 
      0.794  3.88445e-05  2.68367e-05 
      0.795   5.5728e-05  3.84714e-05 
      0.796  1.14755e-05  7.91315e-06 
      0.797  3.35707e-05  2.31261e-05 
      0.798  2.18956e-05  1.50664e-05 
      0.799  1.10196e-05  7.57574e-06 
        0.8  7.98882e-05  5.48716e-05 
      0.801  8.14715e-05  5.59118e-05 
      0.802  8.71887e-05  5.97983e-05 
      0.803  7.71947e-05  5.29044e-05 
      0.804  2.90028e-05  1.98632e-05 
      0.805  2.57059e-05   1.7596e-05 
      0.806  1.43355e-05  9.80434e-06 
      0.807  2.68711e-05  1.83678e-05 
      0.808  5.46723e-05  3.73389e-05 
      0.809  7.09729e-06  4.84266e-06 
       0.81  4.63683e-06  3.16209e-06 
      0.811  9.54204e-05  6.50062e-05 
      0.812  9.57192e-05  6.51581e-05 
      0.813  8.14771e-06  5.54164e-06 
      0.814  1.89508e-05  1.28761e-05 
      0.815  4.83779e-06   3.2839e-06 
      0.816  2.56432e-05  1.73944e-05 
      0.817  0.000130842  8.86614e-05 
      0.818  0.000140837  9.53417e-05 
      0.819  4.56086e-05  3.08465e-05 
       0.82  7.40971e-05  5.00713e-05 
      0.821   0.00016817  0.000113529 
      0.822  0.000120769  8.14547e-05 
      0.823  2.32983e-05  1.57019e-05 
      0.824  3.45724e-05  2.32814e-05 
      0.825  4.01406e-05   2.7004e-05 
      0.826  5.11044e-05  3.43519e-05 
      0.827  4.85012e-05  3.25755e-05 
      0.828  6.71031e-06  4.50341e-06 
      0.829  1.35942e-05  9.11698e-06 
       0.83  3.51332e-05  2.35427e-05 
      0.831  1.41013e-05  9.43883e-06 
      0.832  8.79233e-05   5.8797e-05 
      0.833  5.33872e-05  3.56726e-05 
      0.834  3.91111e-05  2.61149e-05 
      0.835  2.03597e-05  1.35792e-05 
      0.836  1.12005e-05  7.46511e-06 
      0.837  2.95808e-05  1.96992e-05 
      0.838  2.28784e-05  1.52217e-05 
      0.839  3.53478e-06  2.35013e-06 
       0.84  6.81576e-05  4.52831e-05 
      0.841  5.43659e-05  3.60826e-05 
      0.842  6.36819e-05  4.22397e-05 
      0.843   0.00015112  0.000100163 
      0.844  0.000167833  0.000111172 
      0.845  4.94267e-05  3.27123e-05 
      0.846  6.41601e-05  4.24369e-05 
      0.847  6.40394e-05  4.23265e-05 
      0.848  1.36641e-05  9.02671e-06 
      0.849  5.22724e-06  3.45068e-06 
       0.85  8.90755e-05  5.87591e-05 
      0.851  9.71489e-05   6.4063e-05 
      0.852  6.71253e-05  4.42362e-05 
      0.853  5.86622e-05  3.86342e-05 
      0.854  9.99831e-05    6.582e-05 
      0.855  4.49409e-05  2.95699e-05 
      0.856  6.33006e-05  4.16286e-05 
      0.857  8.11325e-05  5.33279e-05 
      0.858  7.56383e-05  4.97008e-05 
      0.859  8.06293e-05  5.29591e-05 
       0.86  8.88664e-05  5.83465e-05 
      0.861  6.30345e-05  4.13722e-05 
      0.862  5.51073e-05   3.6155e-05 
      0.863  6.11808e-05  4.01261e-05 
      0.864  9.64611e-05  6.32436e-05 
      0.865  7.97244e-05  5.22631e-05 
      0.866  8.01964e-05  5.25546e-05 
      0.867  7.70192e-05  5.04617e-05 
      0.868  8.03982e-05  5.26683e-05 
      0.869  9.93002e-05  6.50386e-05 
       0.87  4.76928e-05  3.12329e-05 
      0.871  8.23495e-05  5.39207e-05 
      0.872   7.9001e-05  5.17309e-05 
      0.873  5.14115e-05  3.36598e-05 
      0.874  4.07353e-05  2.66714e-05 
      0.875  3.03929e-05  1.98971e-05 
      0.876  5.52332e-05  3.61658e-05 
      0.877  8.40682e-05  5.50452e-05 
      0.878  8.36021e-05    5.475e-05 
      0.879  8.63062e-05  5.65143e-05 
       0.88  4.24472e-05  2.77971e-05 
      0.881  4.29573e-05  2.81438e-05 
      0.882   6.7068e-05  4.39507e-05 
      0.883  5.39484e-05  3.53691e-05 
      0.884  0.000117465  7.70307e-05 
      0.885  3.28907e-06   2.1577e-06 
      0.886  6.14626e-05   4.0344e-05 
      0.887  6.70649e-05  4.40468e-05 
      0.888  6.04264e-05  3.96938e-05 
      0.889  0.000101251  6.65496e-05 
       0.89  8.65033e-05   5.6889e-05 
      0.891   2.9442e-05   1.9369e-05 
      0.892  8.09851e-05  5.32973e-05 
      0.893  9.69808e-05  6.38595e-05 
      0.894  9.52022e-05  6.27171e-05 
      0.895  4.93977e-05  3.25566e-05 
      0.896  9.13446e-05  6.02436e-05 
      0.897  2.78835e-05  1.83982e-05 
      0.898  7.72222e-05  5.09821e-05 
      0.899  7.21157e-05  4.76327e-05 
        0.9  3.88635e-05  2.56849e-05 
      0.901  6.14486e-05  4.06448e-05 
      0.902  7.46616e-05  4.94198e-05 
      0.903  6.84145e-05  4.53219e-05 
      0.904  9.95684e-05  6.59996e-05 
      0.905  0.000122372  8.11731e-05 
      0.906  6.06163e-05  4.02415e-05 
      0.907  0.000120118  7.98187e-05 
      0.908  7.65423e-05  5.09041e-05 
      0.909   6.7192e-05  4.47134e-05 
       0.91  5.54712e-05  3.69514e-05 
      0.911  9.48976e-05  6.32759e-05 
      0.912  3.58488e-05   2.3927e-05 
      0.913  7.09598e-05  4.73967e-05 
      0.914  7.77633e-05  5.19978e-05 
      0.915  7.30803e-05  4.89084e-05 
      0.916  9.23547e-05  6.18615e-05 
      0.917  8.51536e-05  5.70986e-05 
      0.918  6.85102e-05  4.59886e-05 
      0.919    5.796e-05  3.89403e-05 
       0.92   7.8456e-05  5.27692e-05 
      0.921  8.32301e-05  5.60438e-05 
      0.922  4.59847e-05   3.0995e-05 
      0.923  5.88289e-05  3.96983e-05 
      0.924  4.22654e-05  2.85508e-05 
      0.925  9.20869e-05  6.22825e-05 
      0.926  6.40727e-05  4.33747e-05 
      0.927  6.98062e-05  4.73106e-05 
      0.928  3.87665e-05  2.63029e-05 
      0.929  6.99837e-05  4.75444e-05 
       0.93  3.65732e-05  2.48722e-05 
      0.931  7.78772e-05  5.30279e-05 
      0.932  8.58975e-05  5.85387e-05 
      0.933  7.57792e-05  5.17141e-05 
      0.934  9.05799e-05  6.18668e-05 
      0.935  5.45212e-05  3.72785e-05 
      0.936  5.46131e-05  3.73886e-05 
      0.937  6.31338e-05  4.32628e-05 
      0.938  7.94285e-05  5.44857e-05 
      0.939  8.40532e-05  5.77325e-05 
       0.94  3.82607e-05  2.63069e-05 
      0.941  0.000101704  7.00041e-05 
      0.942  4.46064e-05  3.07421e-05 
      0.943   5.3874e-05  3.71719e-05 
      0.944  7.95996e-05  5.49752e-05 
      0.945   7.3649e-05  5.09351e-05 
      0.946  5.89893e-05  4.08359e-05 
      0.947  3.99463e-05  2.76855e-05 
      0.948  8.58729e-05  5.95839e-05 
      0.949  4.27505e-05   2.9698e-05 
       0.95  4.15479e-05  2.88955e-05 
      0.951   5.4624e-05  3.80262e-05 
      0.952    4.177e-05  2.91076e-05 
      0.953  8.76129e-05  6.11092e-05 
      0.954    9.986e-05  6.97237e-05 
      0.955   6.6573e-05   4.6536e-05 
      0.956  4.66923e-05  3.26727e-05 
      0.957  7.43119e-05  5.20521e-05 
      0.958  8.26472e-05  5.79502e-05 
      0.959   4.4987e-05  3.15732e-05 
       0.96  8.54026e-05  5.99997e-05 
      0.961    9.365e-05  6.58575e-05 
      0.962  8.03008e-05  5.65373e-05 
      0.963  6.91755e-05  4.87475e-05 
      0.964  7.52473e-05  5.30837e-05 
      0.965   7.9419e-05  5.60864e-05 
      0.966  5.61796e-05  3.97175e-05 
      0.967  5.05756e-05   3.5798e-05 
      0.968  6.85581e-05  4.85726e-05 
      0.969  8.63344e-05  6.12327e-05 
       0.97  2.68293e-05  1.90512e-05 
      0.971  6.37411e-05  4.53066e-05 
      0.972  8.63536e-05  6.14426e-05 
      0.973  5.71358e-05  4.06977e-05 
      0.974  3.67128e-05  2.61794e-05 
      0.975  3.07157e-05  2.19271e-05 
      0.976    6.743e-05  4.81886e-05 
      0.977  0.000108918  7.79065e-05 
      0.978  5.36896e-05  3.84451e-05 
      0.979    8.893e-05  6.37483e-05 
       0.98  6.58503e-05  4.72557e-05 
      0.981  5.35659e-05  3.84793e-05 
      0.982  5.16225e-05  3.71233e-05 
      0.983  4.72045e-05  3.39733e-05 
      0.984   4.8501e-05  3.49375e-05 
      0.985  5.54569e-05  3.99929e-05 
      0.986  6.86859e-05  4.95831e-05 
      0.987  7.74678e-05  5.59724e-05 
      0.988  5.15072e-05  3.72486e-05 
      0.989  7.24695e-05  5.24607e-05 
       0.99  7.42353e-05  5.37865e-05 
      0.991  2.52812e-05  1.83363e-05 
      0.992  4.15156e-05  3.01329e-05 
      0.993   6.6819e-05   4.8545e-05 
      0.994     7.83e-05  5.69405e-05 
      0.995  4.37725e-05  3.18548e-05 
      0.996  7.60899e-05  5.54304e-05 
      0.997  3.52894e-05  2.57292e-05 
      0.998  5.10421e-05  3.72455e-05 
      0.999  5.34823e-05  3.90585e-05 
        1.0  9.55445e-05  6.98486e-05 
      1.001  7.43159e-05  5.43672e-05 
      1.002  0.000106601  7.80565e-05 
      1.003  6.00104e-05  4.39851e-05 
      1.004  7.26205e-05  5.32585e-05 
      1.005  7.24906e-05  5.32174e-05 
      1.006  4.97066e-05  3.65229e-05 
      1.007  6.24631e-05  4.59223e-05 
      1.008  5.18004e-05  3.81218e-05 
      1.009  5.22819e-05  3.85012e-05 
       1.01  7.03241e-05  5.18347e-05 
      1.011  7.44689e-05  5.49385e-05 
      1.012  3.84966e-05  2.84186e-05 
      1.013   8.3688e-05  6.18348e-05 
      1.014  8.07682e-05   5.9722e-05 
      1.015  9.21411e-05  6.81844e-05 
      1.016  6.60404e-05  4.89068e-05 
      1.017  0.000102901  7.62713e-05 
      1.018  5.18577e-05  3.84589e-05 
      1.019  4.68476e-05   3.4777e-05 
       1.02  7.52883e-05  5.59264e-05 
      1.021  5.51203e-05  4.09807e-05 
      1.022  6.33466e-05  4.71237e-05 
      1.023  7.22489e-05  5.37929e-05 
      1.024  8.05786e-05    6.004e-05 
      1.025   6.9136e-05  5.15433e-05 
      1.026  4.88561e-05  3.64597e-05 
      1.027  7.46873e-05   5.5774e-05 
      1.028  6.32261e-05  4.72559e-05 
      1.029  7.31012e-05  5.46675e-05 
       1.03  5.23093e-05  3.91439e-05 
      1.031  8.66061e-05  6.48668e-05 
      1.032  6.83943e-05  5.12457e-05 
      1.033   7.1967e-05  5.39535e-05 
      1.034  4.65232e-05  3.49031e-05 
      1.035  5.17008e-05  3.88136e-05 
      1.036  3.85866e-05  2.89848e-05 
      1.037  5.12088e-05  3.84932e-05 
      1.038  4.89472e-05  3.68137e-05 
      1.039  7.60869e-05  5.72581e-05 
       1.04  6.79095e-05  5.11443e-05 
      1.041   6.8393e-05   5.1526e-05 
      1.042  8.78554e-05   6.6224e-05 
      1.043  2.55824e-05  1.92937e-05 
      1.044  6.18296e-05  4.66618e-05 
      1.045  5.39461e-05  4.07339e-05 
      1.046  8.07463e-05  6.09958e-05 
      1.047  5.52044e-05  4.17231e-05 
      1.048  8.78195e-05  6.64229e-05 
      1.049  6.81724e-05  5.15799e-05 
       1.05  6.12022e-05  4.63253e-05 
      1.051  7.13059e-05  5.40084e-05 
      1.052  7.33611e-05  5.55892e-05 
      1.053  5.73855e-05  4.35121e-05 
      1.054  5.58653e-05  4.23744e-05 
      1.055  7.42681e-05  5.63575e-05 
      1.056  6.99877e-05  5.31439e-05 
      1.057  5.36738e-05  4.07738e-05 
      1.058  8.70003e-05  6.61335e-05 
      1.059  7.32726e-05  5.57222e-05 
       1.06  7.23315e-05  5.50296e-05 
      1.061   5.7157e-05  4.35047e-05 
      1.062  0.000102325  7.79195e-05 
      1.063  6.40337e-05  4.87832e-05 
      1.064  7.72068e-05  5.88536e-05 
      1.065  6.45119e-05  4.91983e-05 
      1.066  6.13627e-05  4.68178e-05 
      1.067  5.35442e-05  4.08709e-05 
      1.068  6.70993e-05   5.1235e-05 
      1.069  9.12755e-05  6.97265e-05 
       1.07  7.97342e-05  6.09369e-05 
      1.071   5.0534e-05  3.86369e-05 
      1.072  5.18254e-05  3.96539e-05 
      1.073  7.48657e-05  5.73071e-05 
      1.074  4.52622e-05  3.46611e-05 
      1.075  5.48805e-05   4.2049e-05 
      1.076  9.34216e-05  7.16161e-05 
      1.077  6.92298e-05  5.30973e-05 
      1.078   6.1934e-05  4.75214e-05 
      1.079  8.19397e-05  6.28978e-05 
       1.08  6.06293e-05  4.65691e-05 
      1.081  6.95359e-05  5.34395e-05 
      1.082  7.01892e-05  5.39594e-05 
      1.083  6.12311e-05  4.70935e-05 
      1.084  5.54026e-05  4.26295e-05 
      1.085  8.48014e-05  6.52791e-05 
      1.086  6.82934e-05   5.2593e-05 
      1.087  6.38379e-05  4.91885e-05 
      1.088  7.25985e-05  5.59571e-05 
      1.089  5.61331e-05  4.32944e-05 
       1.09  5.59168e-05  4.31416e-05 
      1.091  6.00313e-05  4.63284e-05 
      1.092  8.97047e-05  6.92523e-05 
      1.093  9.10721e-05  7.03415e-05 
      1.094  6.95835e-05  5.37584e-05 
      1.095  5.64378e-05  4.36138e-05 
      1.096  6.67091e-05  5.15647e-05 
      1.097  7.42674e-05  5.74394e-05 
      1.098  7.88603e-05  6.10075e-05 
      1.099  7.94678e-05  6.14867e-05 
        1.1  5.74891e-05  4.44973e-05 
      1.101    2.799e-05  2.16721e-05 
      1.102  9.17337e-05  7.10385e-05 
      1.103  8.03877e-05  6.22821e-05 
      1.104  5.40351e-05  4.18747e-05 
      1.105  4.89845e-05  3.79707e-05 
      1.106  5.15341e-05  3.99572e-05 
      1.107  4.03271e-05  3.12751e-05 
      1.108  9.77355e-05  7.58337e-05 
      1.109  5.13615e-05  3.98578e-05 
       1.11  5.78825e-05  4.49287e-05 
      1.111  8.46998e-05   6.5752e-05 
      1.112  4.71041e-05  3.65708e-05 
      1.113  4.96622e-05  3.85727e-05 
      1.114  3.41969e-05  2.65638e-05 
      1.115  4.01916e-05   3.1224e-05 
      1.116  9.66453e-05  7.50963e-05 
      1.117  7.32049e-05  5.68827e-05 
      1.118  4.07209e-05  3.16477e-05 
      1.119  6.07259e-05  4.72057e-05 
       1.12  7.84863e-05  6.10171e-05 
      1.121  6.77937e-05  5.27157e-05 
      1.122   5.3653e-05  4.17201e-05 
      1.123  5.65242e-05  4.39564e-05 
      1.124  8.96058e-05  6.96977e-05 
      1.125  2.83201e-05  2.20299e-05 
      1.126  3.79801e-05  2.95444e-05 
      1.127  6.91544e-05  5.37932e-05 
      1.128  4.17002e-05  3.24374e-05 
      1.129  8.75723e-05  6.81255e-05 
       1.13  3.64697e-05  2.83771e-05 
      1.131  4.47676e-05  3.48358e-05 
      1.132  4.45298e-05  3.46464e-05 
      1.133   3.5823e-05  2.78707e-05 
      1.134  8.12322e-05  6.31915e-05 
      1.135  5.04779e-05  3.92783e-05 
      1.136  6.45717e-05  5.02427e-05 
      1.137  6.29135e-05  4.89461e-05 
      1.138  7.29375e-05   5.6742e-05 
      1.139  4.54384e-05  3.53442e-05 
       1.14  7.11873e-05  5.53823e-05 
      1.141  7.39687e-05  5.75391e-05 
      1.142  5.48102e-05  4.26225e-05 
      1.143  7.18276e-05   5.5849e-05 
